typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20200701,2020,7,202007,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,165.67,FALSE,8,kg,165.67,FALSE,165.67,FALSE,0,FALSE,0,8781796.76,8781796.76,0,FALSE,TRUE
C,M,20200701,2020,7,202007,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,165.67,FALSE,8,kg,165.67,FALSE,165.67,FALSE,0,FALSE,0,8781796.76,8781796.76,0,FALSE,TRUE
C,M,20201201,2020,12,202012,716,ZWE,Zimbabwe,X,Export,156,CHN,China,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,TRUE,-1,,0,FALSE,0,TRUE,0,FALSE,0,50.551,50.551,6,FALSE,TRUE
C,M,20201201,2020,12,202012,716,ZWE,Zimbabwe,X,Export,156,CHN,China,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,TRUE,8,kg,42.1,FALSE,0,TRUE,0,FALSE,0,50.551,50.551,6,FALSE,TRUE
C,M,20241201,2024,12,202412,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63.817,FALSE,15,g,63817,FALSE,63.76,FALSE,0,FALSE,,5482326.507,5482326.507,0,TRUE,FALSE
C,M,20240901,2024,9,202409,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.517,FALSE,15,g,61517,FALSE,61.45,FALSE,0,FALSE,,4131678.992,4131678.992,0,FALSE,TRUE
C,M,20240901,2024,9,202409,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.517,FALSE,15,g,61517,FALSE,61.45,FALSE,0,FALSE,,4131678.992,4131678.992,0,TRUE,FALSE
C,M,20241001,2024,10,202410,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148.761,FALSE,15,g,148761,FALSE,148.54,FALSE,0,FALSE,,11480401.8,11480401.8,0,FALSE,TRUE
C,M,20241001,2024,10,202410,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148.761,FALSE,15,g,148761,FALSE,148.54,FALSE,0,FALSE,,11480401.8,11480401.8,0,TRUE,FALSE
C,M,20241201,2024,12,202412,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63.817,FALSE,15,g,63817,FALSE,63.76,FALSE,0,FALSE,,5482326.507,5482326.507,0,FALSE,TRUE
C,M,20241001,2024,10,202410,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3407.2,FALSE,15,g,3407200,FALSE,3386.43,FALSE,0,FALSE,,279569152.9,279569152.9,0,FALSE,TRUE
C,M,20241001,2024,10,202410,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3407.2,FALSE,15,g,3407200,FALSE,3386.43,FALSE,0,FALSE,,279569152.9,279569152.9,0,TRUE,FALSE
C,M,20241101,2024,11,202411,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4144.23,FALSE,15,g,4144230,FALSE,4129.39,FALSE,0,FALSE,,359311714.2,359311714.2,0,FALSE,TRUE
C,M,20241101,2024,11,202411,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4144.23,FALSE,15,g,4144230,FALSE,4129.39,FALSE,0,FALSE,,359311714.2,359311714.2,0,TRUE,FALSE
C,M,20241201,2024,12,202412,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3509.57,FALSE,15,g,3509570,FALSE,3500.39,FALSE,0,FALSE,,286397161.5,286397161.5,0,FALSE,TRUE
C,M,20241201,2024,12,202412,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3509.57,FALSE,15,g,3509570,FALSE,3500.39,FALSE,0,FALSE,,286397161.5,286397161.5,0,TRUE,FALSE
C,M,20240301,2024,3,202403,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1800.89,FALSE,15,g,1800890,FALSE,1863.08,FALSE,0,FALSE,,125808362.4,125808362.4,0,TRUE,FALSE
C,M,20240401,2024,4,202404,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1502.24,FALSE,15,g,1502240,FALSE,1498.01,FALSE,0,FALSE,,107074538.7,107074538.7,0,FALSE,TRUE
C,M,20240401,2024,4,202404,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1502.24,FALSE,15,g,1502240,FALSE,1498.01,FALSE,0,FALSE,,107074538.7,107074538.7,0,TRUE,FALSE
C,M,20240501,2024,5,202405,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3206.78,FALSE,15,g,3206780,FALSE,3198.82,FALSE,0,FALSE,,234315210.4,234315210.4,0,FALSE,TRUE
C,M,20240501,2024,5,202405,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3206.78,FALSE,15,g,3206780,FALSE,3198.82,FALSE,0,FALSE,,234315210.4,234315210.4,0,TRUE,FALSE
C,M,20240601,2024,6,202406,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2212.68,FALSE,15,g,2212680,FALSE,2204.55,FALSE,0,FALSE,,159828763.6,159828763.6,0,FALSE,TRUE
C,M,20240601,2024,6,202406,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2212.68,FALSE,15,g,2212680,FALSE,2204.55,FALSE,0,FALSE,,159828763.6,159828763.6,0,TRUE,FALSE
C,M,20240701,2024,7,202407,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2519.85,FALSE,15,g,2519850,FALSE,2517.54,FALSE,0,FALSE,,187777431.5,187777431.5,0,FALSE,TRUE
C,M,20240701,2024,7,202407,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2519.85,FALSE,15,g,2519850,FALSE,2517.54,FALSE,0,FALSE,,187777431.5,187777431.5,0,TRUE,FALSE
C,M,20240801,2024,8,202408,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3300.95,FALSE,15,g,3300950,FALSE,3292.13,FALSE,0,FALSE,,251093770.9,251093770.9,0,FALSE,TRUE
C,M,20240801,2024,8,202408,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3300.95,FALSE,15,g,3300950,FALSE,3292.13,FALSE,0,FALSE,,251093770.9,251093770.9,0,TRUE,FALSE
C,M,20240901,2024,9,202409,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3345.69,FALSE,15,g,3345690,FALSE,3355.83,FALSE,0,FALSE,,227005666.4,227005666.4,0,FALSE,TRUE
C,M,20240901,2024,9,202409,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3345.69,FALSE,15,g,3345690,FALSE,3355.83,FALSE,0,FALSE,,227005666.4,227005666.4,0,TRUE,FALSE
C,M,20240101,2024,1,202401,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1937.37,FALSE,15,g,1937370,FALSE,1931.69,FALSE,0,FALSE,,119860298.2,119860298.2,0,FALSE,TRUE
C,M,20240101,2024,1,202401,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1937.37,FALSE,15,g,1937370,FALSE,1931.69,FALSE,0,FALSE,,119860298.2,119860298.2,0,TRUE,FALSE
C,M,20240201,2024,2,202402,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1990.81,FALSE,15,g,1990810,FALSE,1984.47,FALSE,0,FALSE,,124827260.2,124827260.2,0,FALSE,TRUE
C,M,20240201,2024,2,202402,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1990.81,FALSE,15,g,1990810,FALSE,1984.47,FALSE,0,FALSE,,124827260.2,124827260.2,0,TRUE,FALSE
C,M,20240301,2024,3,202403,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1800.89,FALSE,15,g,1800890,FALSE,1863.08,FALSE,0,FALSE,,125808362.4,125808362.4,0,FALSE,TRUE
C,M,20250101,2025,1,202501,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96.452,FALSE,15,g,96452,FALSE,96.41,FALSE,0,FALSE,,8304008.859,8304008.859,0,FALSE,TRUE
C,M,20250101,2025,1,202501,716,ZWE,Zimbabwe,X,Export,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96.452,FALSE,15,g,96452,FALSE,96.41,FALSE,0,FALSE,,8304008.859,8304008.859,0,TRUE,FALSE
C,M,20250101,2025,1,202501,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3423.72,FALSE,15,g,3423720,FALSE,3350.77,FALSE,0,FALSE,,278950844.1,278950844.1,0,FALSE,TRUE
C,M,20250101,2025,1,202501,716,ZWE,Zimbabwe,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3423.72,FALSE,15,g,3423720,FALSE,3350.77,FALSE,0,FALSE,,278950844.1,278950844.1,0,TRUE,FALSE
