refYear,refMonth,reporterISO,reporterDesc,flowCode,flowDesc,partnerISO,partnerDesc,partner2ISO,partner2Desc,cmdCode,cmdDesc,customsDesc,motDesc,qtyUnitAbbr,qty,altQtyUnitAbbr,altQty,netWgt,grossWgt,cifvalue,fobvalue,primaryValue,date
2020,1,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,674.09,kg,674.09,674.09,0,0.0,33411071.87,33411071.87,2020-01-01
2020,1,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,674.09,kg,674.09,674.09,0,0.0,33411071.87,33411071.87,2020-01-01
2020,2,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,369.23,kg,369.23,369.23,0,0.0,18740081.76,18740081.76,2020-02-01
2020,2,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,369.23,kg,369.23,369.23,0,0.0,18740081.76,18740081.76,2020-02-01
2020,3,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,282.66,kg,282.66,282.66,0,0.0,13253397.99,13253397.99,2020-03-01
2020,3,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,282.66,kg,282.66,282.66,0,0.0,13253397.99,13253397.99,2020-03-01
2020,5,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,92.61,kg,92.61,92.61,0,0.0,5091725.27,5091725.27,2020-05-01
2020,5,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,92.61,kg,92.61,92.61,0,0.0,5091725.27,5091725.27,2020-05-01
2020,6,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,100.16,kg,100.16,100.16,0,0.0,4169070.28,4169070.28,2020-06-01
2020,6,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,100.16,kg,100.16,100.16,0,0.0,4169070.28,4169070.28,2020-06-01
2020,7,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,165.67,kg,165.67,165.67,0,0.0,8781796.76,8781796.76,2020-07-01
2020,7,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,165.67,kg,165.67,165.67,0,0.0,8781796.76,8781796.76,2020-07-01
2024,12,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,63.817,g,63817.0,63.76,0,0.0,5482326.507,5482326.507,2024-12-01
2024,9,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,61.517,g,61517.0,61.45,0,0.0,4131678.992,4131678.992,2024-09-01
2024,9,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,61.517,g,61517.0,61.45,0,0.0,4131678.992,4131678.992,2024-09-01
2024,10,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,148.761,g,148761.0,148.54,0,0.0,11480401.8,11480401.8,2024-10-01
2024,10,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,148.761,g,148761.0,148.54,0,0.0,11480401.8,11480401.8,2024-10-01
2024,12,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,63.817,g,63817.0,63.76,0,0.0,5482326.507,5482326.507,2024-12-01
2024,10,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3407.2,g,3407200.0,3386.43,0,0.0,279569152.9,279569152.9,2024-10-01
2024,10,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3407.2,g,3407200.0,3386.43,0,0.0,279569152.9,279569152.9,2024-10-01
2024,11,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,4144.23,g,4144230.0,4129.39,0,0.0,359311714.2,359311714.2,2024-11-01
2024,11,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,4144.23,g,4144230.0,4129.39,0,0.0,359311714.2,359311714.2,2024-11-01
2024,12,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3509.57,g,3509570.0,3500.39,0,0.0,286397161.5,286397161.5,2024-12-01
2024,12,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3509.57,g,3509570.0,3500.39,0,0.0,286397161.5,286397161.5,2024-12-01
2024,3,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,1800.89,g,1800890.0,1863.08,0,0.0,125808362.4,125808362.4,2024-03-01
2024,4,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,1502.24,g,1502240.0,1498.01,0,0.0,107074538.7,107074538.7,2024-04-01
2024,4,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,1502.24,g,1502240.0,1498.01,0,0.0,107074538.7,107074538.7,2024-04-01
2024,5,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3206.78,g,3206780.0,3198.82,0,0.0,234315210.4,234315210.4,2024-05-01
2024,5,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3206.78,g,3206780.0,3198.82,0,0.0,234315210.4,234315210.4,2024-05-01
2024,6,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,2212.68,g,2212680.0,2204.55,0,0.0,159828763.6,159828763.6,2024-06-01
2024,6,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,2212.68,g,2212680.0,2204.55,0,0.0,159828763.6,159828763.6,2024-06-01
2024,7,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,2519.85,g,2519850.0,2517.54,0,0.0,187777431.5,187777431.5,2024-07-01
2024,7,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,2519.85,g,2519850.0,2517.54,0,0.0,187777431.5,187777431.5,2024-07-01
2024,8,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3300.95,g,3300950.0,3292.13,0,0.0,251093770.9,251093770.9,2024-08-01
2024,8,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3300.95,g,3300950.0,3292.13,0,0.0,251093770.9,251093770.9,2024-08-01
2024,9,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3345.69,g,3345690.0,3355.83,0,0.0,227005666.4,227005666.4,2024-09-01
2024,9,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3345.69,g,3345690.0,3355.83,0,0.0,227005666.4,227005666.4,2024-09-01
2024,1,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,1937.37,g,1937370.0,1931.69,0,0.0,119860298.2,119860298.2,2024-01-01
2024,1,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,1937.37,g,1937370.0,1931.69,0,0.0,119860298.2,119860298.2,2024-01-01
2024,2,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,1990.81,g,1990810.0,1984.47,0,0.0,124827260.2,124827260.2,2024-02-01
2024,2,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,1990.81,g,1990810.0,1984.47,0,0.0,124827260.2,124827260.2,2024-02-01
2024,3,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,1800.89,g,1800890.0,1863.08,0,0.0,125808362.4,125808362.4,2024-03-01
2025,1,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,96.452,g,96452.0,96.41,0,0.0,8304008.859,8304008.859,2025-01-01
2025,1,ZWE,Zimbabwe,X,Export,ZAF,South Africa,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,96.452,g,96452.0,96.41,0,0.0,8304008.859,8304008.859,2025-01-01
2025,1,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",TOTAL CPC,TOTAL MOT,kg,3423.72,g,3423720.0,3350.77,0,0.0,278950844.1,278950844.1,2025-01-01
2025,1,ZWE,Zimbabwe,X,Export,ARE,United Arab Emirates,W00,World,710813,"Metals; gold, semi-manufactured",TOTAL CPC,TOTAL MOT,kg,3423.72,g,3423720.0,3350.77,0,0.0,278950844.1,278950844.1,2025-01-01
